센터명,센터유형,도로명주소,지번주소,위도,경도,관리기관전화번호,운영기관전화번호,관할지자체,주요프로그램,데이터기준일자
부산광역시영도구치매안심센터,치매안심센터,부산광역시 영도구 태종로 423,부산광역시 영도구 청학동 48-3,35.0912179,129.067935,,051-419-4935,부산광역시 영도구,치매상담 및 정보 제공+치매조기검진+치매가구 맞춤형 사례관리+치매예방 및 인지강화교실 운영+치매환자 단기보호쉼터 운영+치매가족교실 및 힐링까페 운영+치매치료관리비 지원+치매환자 조호물품 지원+치매인식개선사업 운영 등,2025-12-11
중구치매안심센터,치매안심센터,"부산광역시 중구 흑교로 48, 중구복합건강센터 2층",부산광역시 중구 보수동1가 95-3,35.10376894,129.0253557,051-600-4688,051-600-4688,부산광역시 중구,치매초기상담+조기검진+1:1 사례관리+치매치료비지원 등,2026-01-14
강남구치매안심센터,치매안심센터,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-26,37.5103126,127.0463796,02-3423-7123,02-568-4203,서울특별시 강남구,치매선별검사+인지건강증진프로그램운영 등,2026-01-27
음성군치매안심센터,치매안심센터,충청북도 음성군 음성읍 중앙로 49,충청북도 음성군 음성읍 읍내리 406-4,36.928899,127.688876,043-871-2971,043-871-2971,충청북도 음성군,치매인식개선사업+치매조기검진+치매극복의 날 기념행사+치매예방 및 관리 프로그램 운영 등,2025-12-26
가평군치매안심센터,치매안심센터,경기도 가평군 가평읍 가화로 155-18,경기도 가평군 가평읍 읍내리 624-1,37.83344764,127.5106291,031-580-2849,031-580-2849,경기도 가평군,맞춤형사례관리+인지강화 및 치매예방교실+단기쉼터운영+치매파트너 및 파트너플러스 양성+치매가족지지프로그램+인식강화 등,2025-12-24
제천시치매안심센터,치매안심센터,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.1493417,128.2160865,043-646-2720,043-641-3058,충청북도 제천시,"치매조기검진, 치매예방 및 인지강화 프로그램, 치매환자지원(쉼터, 치료비, 조호물품 등), 치매인식개선홍보 및 치매파트너 양성 등",2025-12-18
남부치매안심센터,치매안심센터,경기도 여주시 점동면 청안2길 20,,37.20378959,127.6599867,031-887-3493,031-887-3493,경기도 여주시,예방프로그램+쉼터+치매인식개선사업+조기검진사업,2025-12-22
북부치매안심센터,치매안심센터,경기도 여주시 대신면 풍양1길 16,,37.37205549,127.5852432,031-887-3497,031-887-3497,경기도 여주시,예방프로그램+쉼터+치매인식개선사업+조기검진사업,2025-12-22
여주시치매안심센터,치매안심센터,경기도 여주시 여흥로 160번길 12,,37.29477832,127.6399084,031-887-3685,031-887-3685,경기도 여주시,예방프로그램+쉼터+치매인식개선사업+조기검진사업,2025-12-22
밀양시치매안심센터,치매안심센터,경상남도 밀양시 삼문중앙로 41,경상남도 밀양시 삼문동 159-1,35.48567011,128.7560608,055-359-7020,055-359-7086,경상남도 밀양시,"맞춤형 인지재활 프로그램, 치매환자가족교실, 치매파트너 등",2025-12-22
영광군치매안심센터,치매안심센터,전라남도 영광군 영광읍 신남로4길 17,전라남도 영광군 영광읍 남천리 326,35.274681,126.504163,061-350-4817,061-350-4806,전남광주통합특별시 영광군,치매 조기검진+진단검사+치료관리비 및 검사비 지원+치매예방교실+인지강화교실+쉼터+치매환자가족모임 운영+조호물품 지원+사례관리 등,2024-07-25
봉화군치매안심센터,치매안심센터,경상북도 봉화군 봉화읍 봉화로 1203,경상북도 봉화군 봉화읍 내성리 285,36.89071878,128.7418543,,054-679-6791,경상북도 봉화군,치매상담 및 등록+치매 조기검진+치매환자 조호물품 지원+치매환자 배회감지기 지원+치매치료관리비 지원+치매환자 맞춤형 사례관리+치매환자쉼터(봉화+춘양+재산+명호) 운영+치매보듬마을 조성사업+치매인식개선 교육 및 홍보+치매선도학교 및 서포터즈 운영+치매보듬쉼터 운영+치매예방 인지강화프로그램 운영+치매안심병원 성과기반 인센티브 제공 시범사업 운영+산림농업 치유프로그램 연계사업 운영,2024-09-26
나주시 치매안심센터,치매안심센터,전라남도 나주시 풍물시장2길 57-32,전라남도 나주시 이창동 740-1,34.99522825,126.7082249,061-339-4764,061-339-4772,전남광주통합특별시 나주시,치매조기검진+치매 예방 프로그램+인지강화 프로그램+치매환자 쉼터 운영+치매환자 가족 교실 운영,2024-08-19
칠곡군 치매안심센터,치매안심센터,경상북도 칠곡군 왜관읍 관문로1길 30,,35.99070797,128.4186406,054-973-3321,054-973-4000,경상북도 칠곡군 주민생활지원과,"치매검진, 맞춤형 사례관리, 예방 및 인지강화 프로그램, 가족지원 사업, 홍보 및 교육 등",2024-08-08
양구군치매안심센터,치매안심센터,강원특별자치도 양구군 양구읍 관공서로 42,강원특별자치도 양구군 양구읍 하리 34-5,38.10994629,127.9892065,033-481-2400,033-480-2823,강원특별자치도 양구군,치매환자 쉼터+치매 검진+사례관리,2024-09-06
시흥시 치매안심센터(북부),치매안심센터,경기도 시흥시 호현로 55,경기도 시흥시 대야동 484-3,37.445591,126.7852982158,031-310-6067,031-310-5857,경기도 시흥시,치매조기검진+치매의료비 및 검진비 지원+치매예방교육+치매환자쉼터 및 가족지원사업 등,2025-11-04
시흥시 치매안심센터(남부),치매안심센터,경기도 시흥시 정왕대로233번길 19,경기도 시흥시 정왕동 1799-5,37.3467224002,126.7401533604,031-310-5942,031-310-5930,경기도 시흥시,치매조기검진+치매의료비 및 검진비 지원+치매예방교육+치매환자쉼터 및 가족지원사업 등,2025-11-04
시흥시 치매안심센터(중부),치매안심센터,경기도 시흥시 목감우회로 23,경기도 시흥시 조남동 697,37.381696,126.8587650,031-310-6823,031-310-6825,경기도 시흥시,치매조기검진+치매의료비 및 검진비 지원+치매예방교육+치매환자쉼터 및 가족지원사업 등,2025-11-04
금산군치매안심센터,치매안심센터,충청남도 금산군 금산읍 비범1길 5,충청남도 금산군 금산읍 중도리 214-3,36.1095223,127.4934473,041-635-4339,041-750-4460,충청남도 금산군,치매상담+등록관리+조기검진+인지재활프로그램+치매치료관리비지원+치매주간보호센터 운영 등,2025-11-04
신안군치매안심센터,치매안심센터,"전라남도 신안군 압해읍 천사로 1004, 보건소 1층",전라남도 신안군 압해읍 신장리 462-10,34.83360218,126.3514253,061-243-8081,061-243-8081,전라남도,치매조기검진+사례관리,2025-11-05
진도군치매안심센터,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9,전라남도 진도군 진도읍 남동리 776-26,34.48037351,126.2629165,061-540-6964,061-540-6964,전라남도,등록관리+예방교실 운영,2025-11-05
완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.7313246,061-550-5810,061-550-5810,전라남도,치매조기검진+사례관리+치료비 지원,2025-11-05
장성군치매안심센터,치매안심센터,전라남도 장성군 장성읍 성산5길 17,전라남도 장성군 장성읍 성산리 178-2,35.3233003,126.808367,061-390-7161,061-390-7161,전라남도,치매조기검진+상담 및 등록관리+프로그램운영,2025-11-05
영광군치매안심센터,치매안심센터,전라남도 영광군 영광읍 신남로 4길 17,전라남도 영광군 영광읍 남천리 326-5,35.27468261,126.5041643,061-350-4806,061-350-4806,전라남도,등록관리+프로그램 운영,2025-11-05
함평군치매안심센터,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.06215283,126.524249,061-320-2390,061-320-2390,전라남도,치매조기검진+쉼터운영,2025-11-05
무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,전라남도 무안군 무안읍 교촌리 127-10,34.98830267,126.4735676,061-450-5075,061-450-5075,전라남도,치매조기검진+상담 및 등록관리+프로그램운영,2025-11-05
영암군치매안심센터,치매안심센터,전라남도 영암군 영암읍 오리정길 39,전라남도 영암군 영암읍 춘양리 525,34.79533941,126.7033414,061-470-6030,061-470-6030,전라남도,쉼터+안심마을,2025-11-05
해남군치매안심센터,치매안심센터,전라남도 해남군 해남읍 해남로 46,전라남도 해남군 해남읍 해리 186,34.57046123,126.6120439,061-531-3703,061-531-3703,전라남도,치매환자쉼터+가족교실+치매예방 및 인지강화교실,2025-11-05
강진군치매안심센터,치매안심센터,전라남도 강진군 강진읍 목리길 11,전라남도 강진군 강진읍 동성리 66-3,34.63833623,126.775710,061-430-5294,061-430-5294,전라남도,등록관리+치매조기검진+프로그램 운영,2025-11-05
장흥군치매안심센터,치매안심센터,전라남도 장흥군 장흥읍 동교1길 13,전라남도 장흥군 장흥읍 건산리 752-1,34.67707296,126.9070034,061-860-6498,061-860-6498,전라남도,등록관리+조기검진+프로그램 운영,2025-11-05
화순군치매안심센터,치매안심센터,전라남도 화순군 화순읍 충의로 40,전라남도 화순군 화순읍 삼천리 701,35.05539364,126.9820968,061-379-5317,061-379-5317,전라남도,치매조기검진+프로그램 운영,2025-11-05
보성군치매안심센터,치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,전라남도 보성군 보성읍 주봉리 529,34.76645647,127.0712437,061-850-8695,061-850-8695,전라남도,조기검진+치매등록+쉼터+인지강화교실,2025-11-05
고흥군치매안심센터,치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,전라남도 고흥군 고흥읍 등암리 1258-21,34.5919855,127.2692469,061-830-6969,061-830-6969,전라남도,조기검진+치매관리,2025-11-05
구례군치매안심센터,치매안심센터,전라남도 구례군 구례읍 동편제길 30,전라남도 구례군 구례읍 백련리 576,35.21607284,127.4617801,061-780-2026,061-780-2026,전라남도,치매쉼터프로그램+치매예방교실+인지강화 교실,2025-11-05
곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로 854,전라남도 곡성군 곡성읍 읍내리 220,35.27886716,127.2969046,061-360-8980,061-360-8980,전라남도,등록관라+쉼터운영+예방,2025-11-05
담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.32470177,126.9807438,061-380-2971,061-380-2971,전라남도,치매환자 쉼터 운영+조기검진,2025-11-05
광양시치매안심센터,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,전라남도 광양시 광양읍 칠성리 898-3,34.98010194,127.583610,061-797-4059,061-797-4059,전라남도,치매조기검진+상담등록관리 운영,2025-11-05
나주시치매안심센터,치매안심센터,전라남도 나주시 풍물시장2길 57-32,전라남도 나주시 이창동 740-1,34.99522645,126.708224,061-339-4771,061-339-4771,전라남도,치매조기검진+프로그램 운영,2025-11-05
순천시치매안심센터,치매안심센터,전라남도 순천시 중앙로 232,전라남도 순천시 석현동 35-6,34.96667705,127.4860726,061-749-8888,061-749-8888,전라남도,치매선별검사+인지재활프로그램,2025-11-05
여수시치매안심센터,치매안심센터,전라남도 여수시 신월로 794,전라남도 여수시 봉강동 323-11,34.73915914,127.7260493,061-659-5440,061-659-5440,전라남도,등록관리+프로그램 운영,2025-11-05
광진구치매안심센터,치매안심센터,서울특별시 광진구 긴고랑로110+중곡종합건강센터 3층,서울특별시 광진구 중곡동 125-11+중곡종합건강센터 3층,37.55933917,127.0870892,02-450-1966,02-450-1381,서울특별시 광진구,치매조기검진+맞춤형 인지프로그램 운영+사례관리+조호물품 지원+치매치료비지원+치매공공후견사업+기억키움쉼터 및 가족카페 운영,2025-11-03
부산광역시 동구보건소 치매안심센터,치매안심센터,부산광역시 동구 구청로 14,부산광역시 동구 수정동 819-54,35.12832585,129.0450622,051-440-6443,051-440-6443,부산광역시 동구,치매조기검진+쉼터+인지재활프로그램+가족지원사업 등,2025-11-05
오산시치매안심센터,치매안심센터,경기도 오산시 경기대로 307,경기도 오산시 오산동 850-1,37.15233882,127.0731395,031-8036-8036,031-8036-6633,경기도 오산시,치매환자 등록관리+치매조기검사+치매극복의날 기념행사+치매예방프로그램+인지재활프로그램+가족헤아림교실+치매안심마을운영 등,2025-11-05
의왕시치매안심센터,치매안심센터,경기도 의왕시 오봉로 34,경기도 의왕시 고천동 108,37.3437876927,126.9719938053,031-345-3851,031-345-3851,경기도 의왕시,치매조기검진사업+쉼터 운영+가족교실+인지강화교육+치매 치료비지원+치매인식개선+치매안심마을 운영+치매예방교육+조호물품지원+실종예방GPS 및 가스안심콕 제공+맞춤형 사례관리,2025-11-06
함안군 치매안심센터,치매안심센터,경상남도 함안군 군북면 함마대로 768-3,경상남도 함안군 군북면 중암리 106,35.2639061,128.3428857,055-580-3242,055-580-3240,경상남도 함안군,치매예방교육+치매조기검진사업+치매환자 등록관리+치매치료관리비지원+인지재활프로그램및치매쉼터운영+치매환자가족지원,2025-11-10
옥천군치매안심센터,치매안심센터,충청북도 옥천군 옥천읍 가화4길 18,충청북도 옥천군 옥천읍 금구리 229-9,36.30519083,127.5614242,043-730-2114,043-730-2158,충청북도 옥천군,치매조기검진+치매환자 및 가족지원사업+치매인식개선 홍보 및 교육,2025-09-30
증평군치매안신셈터,치매안심센터,충청북도 증평군 증평읍 보건복지로 64-1,충청북도 증평군 증평읍 내성리 57-2,36.77424904,127.5867247,043-835-4783,043-835-4782,충청북도 증평군,치매 기억력 검진+치매환자 인지재활 프로그램+치매환자 가족교실+자조모임+치매 예방교육+치매안심마을 조성,2025-11-04
충청북도 청주시 청원구 치매안심센터,치매안심센터,충청북도 청주시 청원구 오창읍 과학산업3로 238,충청북도 청주시 청원구 오창읍 각리 639-1 청원보건소 치매안심센터,36.71040635,127.4304713,043-201-4360,043-201-4377,충청북도 청주시,치매조기검진+치매치료관리비및검진비지원+치매예방교육+인지강화교실+치매안심마을운영+치매환자맞춤형사례관리+치매공공후견인+치매환자쉼터및가족지원사업+치매파트너운영+돌봄재활사업+등,2025-11-07
충청북도 청주시 흥덕구 치매안심센터,치매안심센터,충청북도 청주시 흥덕구 대농로 88,충청북도 청주시 흥덕구 복대동 3402 흥덕보건소 치매안심센터,36.64147861,127.4315238,043-201-4330,043-201-4333,충청북도 청주시,치매조기검진+치매치료관리비및검진비지원+치매예방교육+인지강화교실+치매안심마을운영+치매환자맞춤형사례관리+치매공공후견인+치매환자쉼터및가족지원사업+치매파트너운영+돌봄재활사업+등,2025-11-07
충청북도 청주시 서원구 치매안심센터,치매안심센터,"충청북도 청주시 서원구 구룡산로 235, 3층 (수곡동, 위너스빌)",충청북도 청주시 서원구 수곡동 901 서원보건소 치매안심센터,36.616052,127.4713305,043-201-3710,043-201-3711,충청북도 청주시,치매조기검진+치매치료관리비및검진비지원+치매예방교육+인지강화교실+치매안심마을운영+치매환자맞춤형사례관리+치매공공후견인+치매환자쉼터및가족지원사업+치매파트너운영+돌봄재활사업+등,2025-11-07
충청북도 청주시 상당구 치매안심센터,치매안심센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도 청주시 상당구 남일면 효촌리 92-2 상당보건소 치매안심센터,36.58855535,127.5053143,043-201-4306,043-201-3637,충청북도 청주시,치매조기검진+치매치료관리비및검진비지원+치매예방교육+인지강화교실+치매안심마을운영+치매환자맞춤형사례관리+치매공공후견인+치매환자쉼터및가족지원사업+치매파트너운영+돌봄재활사업+등,2025-11-07
충청북도광역치매센터,광역치매센터,"충청북도 청주시 서원구 1순환로 767, 지오빌딩 3층",충청북도 청주시 서원구 개신동 50-5 지오빌딩 3층,36.625449,127.463825,043-220-3192,043-269-6891,충청북도 청주시,치매인력전문화교육+치매극복의날기념식+치매극복걷기대회+치매파트너운영+치매특화사업개발+치매연구조사+등,2025-11-07
부산광역시 수영구 치매안심센터,치매안심센터,부산광역시 수영구 수영로 637-5(광안동),부산광역시 수영구 광안동 661-1,35.16247327,129.1134875,051-752-4000,051-752-4000,부산광역시 수영구,"치매조기검진, 치매예방프로그램, 치매환자 지원사업, 치매 인식개선 홍보 캠페인 등",2025-11-10
영통구치매안심센터,치매안심센터,경기도 수원시 영통구 영통로 396,경기도 수원시 영통구 영통동 961-18,37.2568819,127.0697092,031-5191-0821,031-5191-0824,경기도 수원시,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,2025-11-14
팔달구치매안심센터,치매안심센터,경기도 수원시 팔달구 팔달산로 6(교동),경기도 수원시 팔달구 교동 56-1,37.271433,127.0125194,031-5159-0622,031-5159-0630,경기도 수원시,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,2025-11-14
대구달서구치매안심센터,치매안심센터,대구광역시 달서구 와룡로 106,대구광역시 달서구 본리동 64-1,35.84208791,128.5376272,053-667-5780,053-667-5780,대구광역시 달서구,치매예방교실운영+치매인지강화교실운영+치매쉼터(인지재활교실)운영+가족지원프로그램운영 및 자조모임운영+치매극복의 날 기념행사 등,2025-04-03
경주시 치매상담센터,치매안심센터,경상북도 경주시 봉황로 178,경상북도 경주시 성건동 620-83,35.85535748,129.2105107,054-779-8614,054-760-2950,경상북도 경주시,치매조기검진+치매치료비지원+치매쉼터운영+치매가족프로그램 운영+치매예방교육 및 상담+치매인식개선사업+치매보듬마을 조성,2025-04-07
의령군치매안심센터,치매안심센터,경상남도 의령군 의령읍 의병로8길 16-1,경상남도 의령군 의령읍 서동리 534,35.31740278,128.2554461,055-570-4072,055-570-4072,경상남도 의령군,치매환자쉼터+치매예방교실+맞춤형 사례관리,2024-11-19
광주시 치매안심센터,치매안심센터,경기도 광주시 초월읍 경충대로 1009-40 (쌍동리),경기도 광주시 초월읍 쌍동리 163-7,37.36884573,127.3027505,031-760-2000,031-760-8719,경기도 광주시,치매 조기검진+ 인지강화 프로그램+ 치매예방교실 등 치매 예방관리 통합서비스 제공,2025-06-25
원주시치매안심센터,치매안심센터,강원특별자치도 원주시 지니기길 11-20,강원특별자치도 원주시 무실동 708-9,37.32470828,127.9252620818,033-737-4541,033-737-4541,강원특별자치도 원주시,"치매조기검사  및 환자 등록, 맞춤형사례관리, 교육프로그램 운영등",2025-06-30
경상북도고령군치매안심센터,치매안심센터,경상북도 고령군 대가야읍 왕릉로 56-5,경상북도 고령군 대가야읍 지산리 232-8,35.72523517,128.2648137,054-954-1300,054-950-7961,경상북도 고령군,무료치매검사+치매극복의날기념행사+치매홍보서포터즈 운영+치매환자쉼터+인지향상프로그램+예방프로그램+가족교실+가족자조모임+힐링프로그램+우리마을예쁜치매쉼터+치매안심마을 등,2025-06-25
김제시 치매안심센터,치매안심센터,전북특별자치도 김제시 동서8길 52,전북특별자치도 김제시 요촌동 141-8,35.797404,126.888751,063-540-1327,063-547-4000,전북특별자치도 김제시,"인지재활프로그램, 인지강화프로그램, 쉼터카페제공,치매치료비지원, 치매선별검사 및 진단검사 등",2025-07-02
함평군보건소,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.0621528289,126.524248,061-320-2390,061-320-2390,전남광주통합특별시 함평군,치매조기검진+치매예방교실+인지향상프로그램+치매치료관리비지원+치매환자등록관리+실종예방사업,2025-05-14
울릉군치매안심센터,치매안심센터,경상북도 울릉군 울릉읍 울릉순환로 396-18,,37.48590672,130.8994626,054-880-3805,054-790-6827,경상북도 울릉군,치매치료관리비지원,2023-06-16
양양군 치매안심센터,치매안심센터,강원특별자치도 양양군 양양읍 양양로 9-5,강원특별자치도 양양군 양양읍 연창리 203-5,38.077845,128.627487,033-670-2565,033-670-2496,강원특별자치도 양양군,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램,2024-11-26
공주시치매안심센터,치매안심센터,충청남도 공주시 옛군청뒷길 8,충청남도 공주시 교동 131,36.45701715,127.1201721,041-840-3315,041-840-3315,충청남도 공주시,치매조기검진+치매노인 지문등록+치매치료관리비 지원+조호물품(위생물품) 제공+치매예방교실+인지강화교실+인지재활프로그램+기타 인지자극 프로그램+헤아림 가족교실+치매가족 힐링 프로그램+치매공공후견 사업+치매어르신주간보호소 운영(위탁)+치매안심마을 운영+치매인식 개선과 교육 및 홍보 사업+배회가능 어르신 인식표 발급 및 GPS 운영,2025-09-30
용인시기흥구치매안심센터,치매안심센터,경기도 용인시 기흥구 신갈로58번길 11,경기도 용인시 기흥구 신갈동 60-3,37.272634,127.106729,031-6193-0369,031-6193-0369,경기도 용인시,치매검사+치매예방교실+치매가족교실+치매환자 쉼터 운영사업+치매치료관리비 지원+조호물품 제공 등,2025-11-27
용인시수지구치매안심센터,치매안심센터,"경기도 용인시 수지구 문정로 20, 3층",경기도 용인시 수지구 풍덕천동 719-4,37.32276658,127.0963428,031-6193-0881,031-6193-0881,경기도 용인시,상담 및 등록관리사업+치매조기검진 및 예방관리사업+치매환자쉼터 운영사업+치매가족 지원사업+치매인식개선 및 교육 홍보사업+치매안심마을 운영,2025-11-27
용인시처인구치매안심센터,치매안심센터,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,031-6193-0199,031-6193-0199,경기도 용인시,무료치매검사+치매예방프로그램 운영+치매환자 및 가족프로그램 운영+치매인식개선 사업 등,2025-11-27
단양군치매안심센터,치매안심센터,충청북도 단양군 단양읍 수변로 83,충청북도 단양군 단양읍 도전리 632,36.98284257,128.3707522,043-420-3201,043-420-3201,충청북도 단양군,인지재활,2025-09-30
하남시 치매안심센터,치매안심센터,경기도 하남시 미사강변대로 200,경기도 하남시 망월동 980,37.5676545,127.1858194,031-790-6254,031-790-6254,경기도 하남시,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",2025-11-27
산청군 치매안심센터,치매안심센터,경상남도 산청군 산청읍 중앙로97,경상남도 산청군 산청읍 지리 797,35.41608206,127.8842381,055-970-7647,055-970-7647,경상남도 산청군,등록관리+조기검진+인지강화+예방교실+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,2024-11-13
미추홀구치매안심센터,치매안심센터,"인천광역시 미추홀구 경인로 34번길 20, 5층","인천광역시 미추홀구 숭의동 190-4, 5층",37.46303566,126.6472695,032-728-6520,032-728-6520,인천광역시 미추홀구,치매조기검진+치매치료관리비지원+인지재활프로그램 운영+치매가족교육+치매관련교육+조호물품 제공 등,2024-10-30
미추홀돌봄의집,치매안심센터,"인천광역시 미추홀구 경인로 34번길 20, 6층7층","인천광역시 미추홀구 숭의동 190-4, 6층7층",37.46303566,126.6472695,032-728-6573,032-883-0310,인천광역시 미추홀구,회상요법+미술치료+음악치료 등 인지재활 프로그램,2024-10-30
구례군 치매안심센터,치매안심센터,전라남도 구례군 구례읍 동편제길 30,전라남도 구례군 구례읍 백련리 576,35.21607284,127.4617801,061-780-2006,061-780-2933,전남광주통합특별시 구례군,치매쉼터프로그램+치매예방교실+인지강화 교실,2024-10-07
마포구치매안심센터,치매안심센터,서울특별시 마포구 대흥로 24길 50,,37.55463836,126.9487477,02-3153-9062,02-3272-1578,서울특별시 마포구,치매예방및인식개선사업+치매조기검진 및 등록관리사업+치매치료비및원인확진검사비지원+치매가족지원+공공후견사업,2025-09-09
중구치매안심센터,치매안심센터,"인천광역시 중구 참외전로72번길 21, 4층","인천광역시 중구 전동 2-1, 4층",37.47721594,126.6291077,032-760-6010,032-760-6063,인천광역시 영종구,"치매조기검진(선별,진단,감별검사)+치매환자등록관리+맞춤형사례관리+치매치료관리비 지원+조호물품 지원+치매안심마을 만들기+공공후견인사업운영+치매예방교실 운영(미술활동, 치매예방운동, 보드게임,한지공예,원예교실 등)+가족힐링프로그램(드라이플라워, 자조모임 등)+쉼터운영(운동치료,요리치료,미술치료,음악치료,감각활동,전산화인지재활,인지카드학습)+치매인식개선 및 홍보 사업+치매파트너 양성사업 등",2025-09-09
정선군치매안심센터,치매안심센터,강원특별자치도 정선군 정선읍 녹송로 33,강원특별자치도 정선군 정선읍 봉양리 80-5,37.38005958,128.6714859,033-560-2565,033-560-2565,강원특별자치도 정선군,치매상담 및 등록+치매조기검진사업+치매예방교실+치매환자쉼터+치매가족교실+치매치료비지원+치매환자조호물품지원+치매인식개선사업 등,2025-08-04
안성시 치매안심센터,치매안심센터,경기도 안성시 강변로74번길 18,경기도 안성시 도기동 67-21,37.0001476,127.2698156,031-678-3002,031-678-3002,경기도 안성시,치매조기검진+환자등록+맞춤형 사례관리+치매쉼터 운영+치매예방교실+가족교육+치매치료관리비지원+실종예방 지문등록 및 배회인식표 발급 등,2025-08-04
동구 치매안심센터,치매안심센터,대전광역시 동구 현암로 22 (삼성동),대전광역시 동구 삼성동 374-1,36.34298696,127.4204617,,042-621-6011,대전광역시 동구,치매 조기검진+치매예방 및 인지강화 프로그램+치매환자 조호물품 등 지원+환자가족 상담 및 힐링프로그램 등,2025-07-30
완주군치매안심센터,치매안심센터,전북특별자치도 완주군 삼례읍 삼봉8로 10-12,전북특별자치도 완주군 삼례읍 수계리 1242-1,35.9216752268,127.1225327916,,063-290-3188,전북특별자치도 완주군,무료치매검사+맞춤형사례관리+치매환자가족교실+치매파트너 등,2025-08-05
성북구치매안심센터 분소,치매안심센터,서울특별시 성북구 한천로 568 장위석관지소 3층,,37.610489,127.063389,02-2133-6137,02-918-2223,서울특별시 성북구,치매조기검진+인지카페 기억다방 운영+치매안심마을운영+기억키움학교+치매 찾동 협업 인지강화프로그램 등,2025-08-05
성북구치매안심센터,치매안심센터,서울특별시 성북구 화랑로 63 성북구보건소 5층,,37.602942,127.039536,02-2133-6137,02-918-2223,서울특별시 성북구,치매조기검진+인지카페 기억다방 운영+치매안심마을운영+기억키움학교+치매 찾동 협업 인지강화프로그램 등,2025-08-05
인제군치매안심센터,치매안심센터,강원특별자치도 인제군 인제읍 인제로140번길 34,강원특별자치도 인제군 인제읍 남북리 789-1,38.06327706,128.1685854,,033-460-2523,강원특별자치도 인제군,무료치매검사+경증치매환자단기쉼터운영+ 인지재활프로그램+ 정상군 치매예방교실+치매고위험군 인지강화교실+ 치매인식개선+ 기타 치매환자 조호물품+ 치매치료관리지지원+실종예방사업,2024-12-13
영동군치매안심센터,치매안심센터,충청북도 영동군 영동읍 반곡동길 7,충청북도 영동군 영동읍 매천리 444-1,36.16849628,127.7759673,043-740-5941,043-740-5941,충청북도 영동군,치매예방교실+인지강화교실+쉼터,2023-12-01
대구광역시 수성구 치매안심센터,치매안심센터,대구광역시 수성구 수성로 213,,35.84495927,128.6119385,053-666-4866,053-666-3181,대구광역시 수성구,치매조기검진+치매환자 및 가족 프로그램운영+인식개선활동 및 홍보 등,2025-07-18
삼척시치매안심센터,치매안심센터,강원특별자치도 삼척시 척주로 76,강원특별자치도 삼척시 남양동 347-4,37.44374981,129.172207,033-572-4000,033-570-4327,강원특별자치도 삼척시,치매조기검진+치매환자 등록관리+치매예방교실+치매환자 쉼터 운영 등,2025-07-22
부산광역시 동래구 치매안심센터,치매안심센터,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,35.211408,129.079856,051-555-4000,051-555-6767,부산광역시 동래구,치매상담 및 등록관리+치매조기검진 및 예방관리+치매환자쉼터 운영+치매가족 지원+치매인식개선 및 교육홍보 등,2025-07-23
정읍시 치매안심센터,치매안심센터,전북특별자치도 정읍시 금붕1길 215,전북특별자치도 정읍시 금붕동 949-3,35.55439734,126.893609,,063-539-6942,전북특별자치도 정읍시,치매 예방프로그램+인지강화프로그램+쉼터+가족지원사업 등,2025-07-23
익산시치매안심센터,치매안심센터,전북특별자치도 익산시 동서로91,전북특별자치도 익산시 모현동2가 267-1,35.95692803,126.9456811,063-859-7452,063-859-7550,전북특별자치도 익산시,치매환자 등록관리+치매조기검진사업+치매치료비 지원 사업+인지증진프로그램+치매환자 가족지지모임 등,2025-07-28
울주치매안심센터,치매안심센터,울산광역시 울주군 웅촌면 은현작동로 49,울산광역시 울주군 웅촌면 검단리 1091-19,35.45690394,129.176837,052-204-2798,052-204-2878,울산광역시 울주군,치매상담 및 등록+치매조기검진+치매예방프로그램 운영+치매인식개선홍보+치매안심마을 운영+치매공공후견사업+단기쉼터 운영 등,2025-04-23
